Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2011,04,HUILA,ALGECIRAS,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,09,LA GUAJIRA,HATONUEVO,VENDAVAL,0-500,100-200,25-30
2001,02,NARINO,BARBACOAS,INCENDIO ESTRUCTURAL,1000-1500,300-400,20-25
2010,02,CUNDINAMARCA,PANDI,SEQUIA,500-1000,0-100,20-25
2012,08,CORDOBA,CHIMA,INUNDACION,1000-1500,200-300,20-25
2012,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
2012,08,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,0-100,25-30
2008,11,CUNDINAMARCA,ANAPOIMA,INUNDACION,500-1000,100-200,20-25
2007,11,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,07,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
2011,04,BOYACA,CUBARA,INUNDACION,0-500,300-400,20-25
2000,03,SANTANDER,GIRON,DESLIZAMIENTO,500-1000,100-200,25-30
2008,03,CAUCA,PIENDAMO,DESLIZAMIENTO,1500-2000,200-300,15-20
2010,12,META,VILLAVICENCIO,INUNDACION,0-500,100-200,25-30
1999,10,VALLE DEL CAUCA,BOLIVAR,DESLIZAMIENTO,2000-2500,100-200,15-20
1999,10,NORTE DE SANTANDER,SAN CAYETANO,INUNDACION,2000-2500,200-300,15-20
2013,01,HUILA,PALERMO,INCENDIO FORESTAL,0-500,100-200,25-30
2012,09,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,100-200,15-20
2001,02,META,VILLAVICENCIO,INCENDIO FORESTAL,0-500,100-200,25-30
2012,08,GUAVIARE,SAN JOSE DEL GUAVIARE,VENDAVAL,0-500,200-300,25-30
2013,05,TOLIMA,GUAMO,INUNDACION,0-500,100-200,25-30
2013,07,MAGDALENA,SANTA MARTA,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2008,05,CUNDINAMARCA,PACHO,DESLIZAMIENTO,2000-2500,100-200,15-20
1999,09,NARINO,BARBACOAS,INUNDACION,1000-1500,200-300,20-25
2013,06,ANTIOQUIA,PUERTO BERRIO,INUNDACION,0-500,200-300,25-30
2007,04,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2012,03,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2010,07,META,LEJANIAS,INUNDACION,500-1000,400-500,20-25
2008,04,LA GUAJIRA,DIBULLA,INUNDACION,0-500,0-100,25-30
2010,02,BOYACA,PAIPA,SEQUIA,2000-2500,0-100,15-20
2003,08,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
2012,09,QUINDIO,ARMENIA,VENDAVAL,1000-1500,100-200,20-25
2013,04,CUNDINAMARCA,YACOPI,VENDAVAL,1000-1500,300-400,20-25
2002,07,VICHADA,PUERTO CARRENO,INUNDACION,0-500,400-500,25-30
2011,12,HUILA,COLOMBIA,INUNDACION,1000-1500,100-200,15-20
2004,11,TOLIMA,PRADO,INUNDACION,0-500,200-300,25-30
2008,07,CAUCA,GUAPI,INUNDACION,0-500,400-500,25-30
2011,02,AMAZONAS,LETICIA,INUNDACION,0-500,300-400,25-30
1999,02,VALLE DEL CAUCA,TULUA,INUNDACION,2500-3000,0-100,10-15
2006,10,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,300-400,25-30
2006,05,BOYACA,BUENAVISTA,INUNDACION,2000-2500,100-200,15-20
2012,04,CUNDINAMARCA,NEMOCON,INUNDACION,2500-3000,0-100,10-15
2006,12,NARINO,CHACHAGUI,DESLIZAMIENTO,1500-2000,100-200,15-20
2013,09,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2011,04,QUINDIO,CALARCA,INUNDACION,1000-1500,200-300,20-25
2013,10,HUILA,NEIVA,INCENDIO FORESTAL,1500-2000,200-300,15-20
2011,10,VALLE DEL CAUCA,BUENAVENTURA,AVALANCHA,0-500,700-800,25-30
2008,09,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2009,03,BOLIVAR,SAN PABLO,VENDAVAL,0-500,100-200,25-30
2003,03,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2006,01,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,100-200,25-30
2012,08,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
1999,12,NARINO,TANGUA,DESLIZAMIENTO,2500-3000,100-200,10-15
2013,04,MAGDALENA,CONCORDIA,VENDAVAL,1500-2000,200-300,15-20
2013,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2011,02,CALDAS,MANIZALES,INUNDACION,2000-2500,0-100,15-20
2012,12,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2002,10,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,300-400,25-30
2010,12,ANTIOQUIA,MEDELLIN,INUNDACION,1000-1500,100-200,20-25
2008,04,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,700-800,25-30
1999,05,CHOCO,QUIBDO,INC.ESTRUCTURAL,0-500,700-800,25-30
2011,06,CHOCO,LLORO,INUNDACION,0-500,700-800,25-30
2012,10,BOYACA,TUNJA,DESLIZAMIENTO,2500-3000,0-100,10-15
2013,03,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,04,TOLIMA,ROVIRA,INUNDACION,2000-2500,200-300,15-20
1999,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
2007,10,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
2012,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2012,08,NARINO,LA UNION,INCENDIO FORESTAL,2000-2500,300-400,15-20
2011,11,HUILA,LA PLATA,INUNDACION,1000-1500,100-200,20-25
2011,06,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1500-2000,100-200,15-20
2008,02,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,100-200,20-25
2004,11,VALLE DEL CAUCA,EL CERRITO,SISMO,2500-3000,100-200,10-15
2013,02,RISARALDA,SANTUARIO,SISMO,1500-2000,100-200,15-20
2011,05,ATLANTICO,SOLEDAD,VENDAVAL,0-500,100-200,25-30
2011,04,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1500-2000,200-300,15-20
2012,06,VALLE DEL CAUCA,LA UNION,VENDAVAL,2000-2500,300-400,15-20
2011,01,SANTANDER,SURATA,ACCIDENTE,1500-2000,0-100,15-20
2003,03,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2010,10,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,07,HUILA,PALERMO,INCENDIO FORESTAL,0-500,0-100,25-30
2012,03,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2008,07,VICHADA,PUERTO CARRENO,INUNDACION,0-500,400-500,25-30
2013,02,NORTE DE SANTANDER,OCANA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2013,06,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,0-100,10-15
2013,01,CUNDINAMARCA,GACHETA,INCENDIO FORESTAL,1500-2000,0-100,15-20
2012,04,ARAUCA,ARAUCA,INUNDACION,0-500,100-200,25-30
2009,10,NORTE DE SANTANDER,CUCUTA,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
2011,04,VALLE DEL CAUCA,BUGALAGRANDE,INUNDACION,1000-1500,100-200,20-25
2013,03,NARINO,SAN PABLO,INUNDACION,0-500,100-200,25-30
2005,10,CORDOBA,MONTERIA,INUNDACION,0-500,100-200,25-30
2006,04,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,200-300,20-25
2012,07,HUILA,TELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2008,05,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
2009,08,BOYACA,QUIPAMA,VENDAVAL,1000-1500,100-200,20-25
2006,02,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,12,CHOCO,MEDIO SAN JUAN,INUNDACION,0-500,500-600,25-30
2013,06,TOLIMA,MELGAR,ACCIDENTE,0-500,0-100,25-30
2013,05,ANTIOQUIA,APARTADO,INUNDACION,0-500,300-400,25-30
2009,03,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2010,02,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,0-100,15-20
2007,05,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,100-200,15-20
2012,04,LA GUAJIRA,MANAURE,INUNDACION,0-500,0-100,25-30
2011,01,HUILA,GARZON,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
2011,05,ARAUCA,TAME,INUNDACION,0-500,200-300,25-30
2012,04,CAQUETA,EL DONCELLO,INUNDACION,0-500,400-500,25-30
2005,12,RISARALDA,SANTA ROSA DE CABAL,INUNDACION,1500-2000,100-200,15-20
2004,11,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2010,12,CUNDINAMARCA,VENECIA,DESLIZAMIENTO,1500-2000,100-200,15-20
1998,04,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,25-30
2005,10,SANTANDER,BARBOSA,INUNDACION,1500-2000,200-300,20-25
2011,06,CUNDINAMARCA,VENECIA,INUNDACION,1500-2000,200-300,20-25
2008,02,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,0-100,20-25
2013,09,MAGDALENA,ZONA BANANERA,INUNDACION,0-500,100-200,25-30
2000,06,ANTIOQUIA,ANDES,DESLIZAMIENTO,1000-1500,100-200,20-25
1999,04,CHOCO,QUIBDO,VENDAVAL,0-500,700-800,25-30
2005,11,BOLIVAR,EL GUAMO,INUNDACION,0-500,0-100,25-30
2013,09,CUNDINAMARCA,YACOPI,VENDAVAL,1000-1500,200-300,20-25
1999,12,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,100-200,25-30
2011,04,ANTIOQUIA,ANDES,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,11,NARINO,TANGUA,DESLIZAMIENTO,2500-3000,100-200,10-15
2012,03,CHOCO,RIO QUITO,INUNDACION,0-500,400-500,25-30
2006,09,CAUCA,LA SIERRA,VENDAVAL,1500-2000,100-200,15-20
2011,04,NARINO,ALBAN,DESLIZAMIENTO,2000-2500,100-200,15-20
2007,10,LA GUAJIRA,MAICAO,INUNDACION,0-500,200-300,25-30
2005,02,TOLIMA,NATAGAIMA,INUNDACION,0-500,100-200,25-30
2005,07,ANTIOQUIA,ARGELIA,DESLIZAMIENTO,1500-2000,0-100,20-25
2009,07,ARAUCA,SARAVENA,INUNDACION,0-500,300-400,20-25
2008,11,CUNDINAMARCA,YACOPI,INUNDACION,1000-1500,200-300,20-25
2004,11,ATLANTICO,REPELON,INUNDACION,0-500,100-200,25-30
2006,05,BOLIVAR,RIO VIEJO,INUNDACION,0-500,200-300,25-30
2010,10,BOYACA,PAIPA,DESLIZAMIENTO,2000-2500,100-200,10-15
2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2012,12,VALLE DEL CAUCA,SEVILLA,DESLIZAMIENTO,1500-2000,200-300,15-20
2011,09,QUINDIO,ARMENIA,INUNDACION,1000-1500,100-200,20-25
2012,07,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,06,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,0-500,600-700,25-30
2013,03,NARINO,SAMANIEGO,DESLIZAMIENTO,1500-2000,100-200,15-20
2006,05,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,300-400,25-30
2000,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,12,CALDAS,MANIZALES,COLAPSO,2000-2500,100-200,15-20
2011,04,QUINDIO,ARMENIA,VENDAVAL,1000-1500,200-300,20-25
2012,07,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
2012,02,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2007,11,MAGDALENA,PIVIJAY,INUNDACION,0-500,0-100,25-30
2006,04,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,04,CAUCA,TOTORO,VENDAVAL,3000-3500,0-100,10-15
2011,04,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2011,04,CESAR,SAN MARTIN,INUNDACION,0-500,300-400,25-30
2010,02,BOYACA,PUERTO BOYACA,SEQUIA,0-500,100-200,25-30
2011,10,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,100-200,20-25
2012,04,HUILA,GARZON,INUNDACION,1000-1500,100-200,20-25
1998,12,BOLIVAR,VILLANUEVA,INUNDACION,0-500,0-100,25-30
2010,04,CUNDINAMARCA,PUERTO SALGAR,INUNDACION,0-500,200-300,25-30
2006,03,NARINO,PASTO,EVENTO VOLCANICO,2500-3000,100-200,10-15
2011,10,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,07,LA GUAJIRA,FONSECA,INUNDACION,0-500,0-100,25-30
2000,08,MAGDALENA,SALAMINA,INUNDACION,2500-3000,0-100,10-15
2000,04,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,0-500,400-500,25-30
2012,04,BOYACA,CUITIVA,INUNDACION,3000-3500,0-100,10-15
2013,08,BOLIVAR,CARTAGENA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2012,02,ANTIOQUIA,BELLO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2007,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
2011,11,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,200-300,15-20
2001,08,CAUCA,SANTANDER DE QUILICHAO,INCENDIO FORESTAL,1000-1500,0-100,20-25
2006,10,META,CUMARAL,INUNDACION,0-500,300-400,25-30
2005,02,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,0-100,15-20
2011,04,LA GUAJIRA,DIBULLA,INUNDACION,0-500,0-100,25-30
2013,02,CAUCA,GUAPI,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
2011,06,META,VILLAVICENCIO,INUNDACION,0-500,500-600,20-25
1999,04,SANTANDER,MOGOTES,AVALANCHA,1500-2000,200-300,15-20
2009,11,SANTANDER,RIONEGRO,DESLIZAMIENTO,2000-2500,100-200,15-20
2008,11,SANTANDER,PUERTO WILCHES,INUNDACION,0-500,200-300,25-30
2010,12,CUNDINAMARCA,NEMOCON,DESLIZAMIENTO,2500-3000,0-100,10-15
2007,04,RISARALDA,SANTUARIO,DESLIZAMIENTO,1500-2000,200-300,15-20
2012,09,QUINDIO,BUENAVISTA,INCENDIO FORESTAL,2000-2500,100-200,15-20
1999,11,SANTANDER,LANDAZURI,DESLIZAMIENTO,1000-1500,200-300,20-25
2011,10,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,100-200,10-15
2012,01,TOLIMA,IBAGUE,INUNDACION,500-1000,0-100,25-30
2005,10,CASANARE,TAURAMENA,INUNDACION,0-500,300-400,25-30
2012,12,CUNDINAMARCA,FUSAGASUGA,VENDAVAL,1000-1500,100-200,20-25
2012,04,NORTE DE SANTANDER,HERRAN,DESLIZAMIENTO,2500-3000,100-200,10-15
2011,05,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2011,03,CALDAS,SAMANA,VENDAVAL,1000-1500,500-600,15-20
2012,11,ATLANTICO,JUAN DE ACOSTA,VENDAVAL,0-500,100-200,25-30
2013,05,NARINO,CONSACA,INUNDACION,1000-1500,0-100,15-20
2013,05,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,100-200,20-25
2013,07,SUCRE,SAN BENITO ABAD,VENDAVAL,0-500,200-300,25-30
2007,04,MAGDALENA,SANTA MARTA,ACCIDENTE,0-500,100-200,25-30
2013,10,ATLANTICO,SOLEDAD,INUNDACION,0-500,100-200,25-30
2005,12,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2001,10,CAUCA,MERCADERES,SEQUIA,500-1000,100-200,25-30
2011,04,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,200-300,25-30
2011,05,BOYACA,SOGAMOSO,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,09,VALLE DEL CAUCA,LA UNION,INCENDIO FORESTAL,2000-2500,300-400,10-15
2008,01,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,200-300,15-20
2013,06,CUNDINAMARCA,FUQUENE,INCENDIO FORESTAL,2500-3000,0-100,10-15
2009,07,NARINO,PASTO,INCENDIO ESTRUCTURAL,2500-3000,100-200,10-15
2012,09,BOGOTA DC,BOGOTA DC,INCENDIO FORESTAL,2500-3000,0-100,10-15
2012,04,CORDOBA,PLANETA RICA,INUNDACION,0-500,100-200,25-30
2010,08,ANTIOQUIA,URRAO,INUNDACION,1500-2000,100-200,15-20
2007,03,CAUCA,MERCADERES,INUNDACION,500-1000,100-200,25-30
2010,12,ANTIOQUIA,BELLO,DESLIZAMIENTO,1000-1500,0-100,20-25
2011,05,CASANARE,OROCUE,INUNDACION,0-500,300-400,25-30
2011,11,CUNDINAMARCA,GACHETA,INUNDACION,1500-2000,0-100,15-20
2003,01,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2006,12,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,0-100,20-25
2001,08,NORTE DE SANTANDER,CUCUTA,INCENDIO FORESTAL,0-500,100-200,25-30
2013,05,META,PUERTO LLERAS,INUNDACION,0-500,400-500,25-30
2000,05,ANTIOQUIA,CAUCASIA,INUNDACION,0-500,200-300,25-30
2012,03,HUILA,GARZON,VENDAVAL,1000-1500,100-200,20-25
2009,02,CAUCA,SANTANDER DE QUILICHAO,DESLIZAMIENTO,1000-1500,100-200,20-25
2006,06,NORTE DE SANTANDER,ABREGO,GRANIZADA,1000-1500,0-100,20-25
2013,04,NORTE DE SANTANDER,RAGONVALIA,INCENDIO FORESTAL,1500-2000,100-200,15-20
2010,10,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
2008,11,QUINDIO,BUENAVISTA,INUNDACION,2000-2500,200-300,15-20
1998,10,ATLANTICO,BARRANQUILLA,VARIOS,0-500,100-200,25-30
2012,01,HUILA,SANTA MARIA,DESLIZAMIENTO,1000-1500,0-100,20-25
2012,03,VICHADA,CUMARIBO,INCENDIO FORESTAL,0-500,100-200,25-30
1998,12,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1500-2000,200-300,15-20
2013,02,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2010,01,BOLIVAR,SAN PABLO,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2007,04,TOLIMA,SALDANA,INUNDACION,0-500,200-300,25-30
2010,08,LA GUAJIRA,DIBULLA,VENDAVAL,0-500,100-200,25-30
2010,08,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,500-1000,0-100,25-30
2000,09,CORDOBA,AYAPEL,INUNDACION,0-500,300-400,25-30
2013,01,QUINDIO,CALARCA,OTROS,1000-1500,100-200,20-25
2013,02,VALLE DEL CAUCA,CALI,DESLIZAMIENTO,500-1000,0-100,25-30
2012,08,ANTIOQUIA,GUADALUPE,DESLIZAMIENTO,2000-2500,200-300,15-20
1999,07,SANTANDER,ZAPATOCA,INUNDACION,1500-2000,100-200,15-20
2004,12,RISARALDA,PEREIRA,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,04,NORTE DE SANTANDER,OCANA,DESLIZAMIENTO,1000-1500,0-100,20-25
2013,01,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,100-200,15-20
2001,05,TOLIMA,CHAPARRAL,DESLIZAMIENTO,1000-1500,300-400,20-25
2003,12,NORTE DE SANTANDER,CACHIRA,AVALANCHA,1500-2000,0-100,15-20
2006,06,ATLANTICO,SOLEDAD,VENDAVAL,0-500,0-100,25-30
2009,03,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,500-600,25-30
2013,08,LA GUAJIRA,DIBULLA,VENDAVAL,0-500,100-200,25-30
2010,11,CAQUETA,PUERTO RICO,VENDAVAL,0-500,200-300,25-30
2012,07,CASANARE,TAURAMENA,INUNDACION,0-500,300-400,20-25
2000,02,NORTE DE SANTANDER,EL TARRA,INUNDACION,0-500,0-100,25-30
2008,12,HUILA,AGRADO,INUNDACION,500-1000,100-200,20-25
2007,06,VALLE DEL CAUCA,SEVILLA,INUNDACION,1500-2000,100-200,15-20
2000,09,ANTIOQUIA,CALDAS,DESLIZAMIENTO,1500-2000,200-300,15-20
2001,08,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,500-1000,0-100,25-30
2005,11,TOLIMA,ROVIRA,DESLIZAMIENTO,2000-2500,100-200,15-20
2013,01,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2010,05,RISARALDA,SANTUARIO,INUNDACION,1500-2000,200-300,15-20
2013,01,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,0-100,25-30
1999,02,TOLIMA,CAJAMARCA,DESLIZAMIENTO,2000-2500,0-100,15-20
2011,09,BOYACA,QUIPAMA,INUNDACION,1000-1500,200-300,20-25
2012,02,CHOCO,RIOSUCIO,INUNDACION,0-500,0-100,25-30
2011,12,HUILA,PALERMO,INUNDACION,0-500,100-200,25-30
2012,09,CESAR,CHIRIGUANA,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
2008,09,ANTIOQUIA,TAMESIS,AVALANCHA,1000-1500,200-300,20-25
2008,06,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
2012,08,SUCRE,MAJAGUAL,INUNDACION,0-500,300-400,25-30
2004,11,LA GUAJIRA,MANAURE,INUNDACION,0-500,0-100,25-30
2013,08,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2007,12,RISARALDA,SANTUARIO,INUNDACION,1500-2000,100-200,15-20
2002,02,CAUCA,FLORENCIA,SEQUIA,0-500,100-200,25-30
2001,06,ARAUCA,ARAUCA,INUNDACION,0-500,300-400,25-30
2008,03,CAUCA,LA SIERRA,DESLIZAMIENTO,1500-2000,200-300,15-20
2005,11,SANTANDER,CERRITO,INUNDACION,2500-3000,100-200,10-15
2011,06,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2007,01,TOLIMA,ROVIRA,VENDAVAL,2000-2500,0-100,15-20
2003,08,CAUCA,MERCADERES,SEQUIA,500-1000,0-100,25-30
2012,02,ANTIOQUIA,BARBOSA,INCENDIO FORESTAL,1500-2000,0-100,20-25
2007,05,ANTIOQUIA,NECOCLI,INUNDACION,0-500,200-300,25-30
2010,12,CAUCA,PATIA,DESLIZAMIENTO,500-1000,200-300,25-30
2006,04,VALLE DEL CAUCA,CALI,INUNDACION,500-1000,100-200,25-30
2013,02,SANTANDER,GIRON,INUNDACION,500-1000,0-100,25-30
2010,10,META,PUERTO LLERAS,DESLIZAMIENTO,0-500,200-300,25-30
2012,02,SANTANDER,BARRANCABERMEJA,INCENDIO FORESTAL,0-500,100-200,25-30
2012,06,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
2008,05,BOYACA,SOGAMOSO,COLAPSO,2500-3000,0-100,10-15
2013,08,CAQUETA,FLORENCIA,DESLIZAMIENTO,0-500,300-400,20-25
2011,04,NORTE DE SANTANDER,RAGONVALIA,INUNDACION,1500-2000,100-200,15-20
2009,09,CORDOBA,CIENAGA DE ORO,INUNDACION,0-500,100-200,25-30
2011,11,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,700-800,25-30
2011,11,HUILA,NEIVA,INUNDACION,1500-2000,200-300,15-20
2011,04,HUILA,TELLO,INUNDACION,1000-1500,100-200,20-25
2003,02,TOLIMA,SALDANA,VENDAVAL,0-500,100-200,25-30
2004,11,SANTANDER,GUADALUPE,DESLIZAMIENTO,2000-2500,100-200,15-20
2002,12,CUNDINAMARCA,MOSQUERA,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
1999,02,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,0-100,20-25
2011,09,VALLE DEL CAUCA,CALI,VENDAVAL,500-1000,0-100,25-30
2008,05,META,PUERTO LOPEZ,INUNDACION,0-500,300-400,25-30
2008,09,SUCRE,SAN BENITO ABAD,INUNDACION,0-500,200-300,25-30
2006,04,BOGOTA DC,BOGOTA DC,EXPLOSION,2500-3000,0-100,10-15
2008,06,CUNDINAMARCA,VENECIA,VENDAVAL,1500-2000,200-300,20-25
2011,05,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2011,12,HUILA,GUADALUPE,INUNDACION,2000-2500,100-200,15-20
2002,06,BOLIVAR,PINILLOS,INUNDACION,0-500,200-300,25-30
1999,11,BOYACA,RAMIRIQUI,DESLIZAMIENTO,2000-2500,0-100,15-20
2010,08,NORTE DE SANTANDER,CONVENCION,AVALANCHA,1000-1500,100-200,20-25
2013,02,CASANARE,TAURAMENA,INCENDIO FORESTAL,0-500,0-100,25-30
2012,11,BOGOTA DC,BOGOTA DC,VENDAVAL,2500-3000,0-100,10-15
2012,09,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2002,10,META,VILLAVICENCIO,INUNDACION,0-500,400-500,25-30
2013,02,CESAR,VALLEDUPAR,INCENDIO FORESTAL,0-500,0-100,30-35
2007,04,CHOCO,QUIBDO,INUNDACION,0-500,700-800,25-30
2003,11,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
1999,08,LA GUAJIRA,FONSECA,VENDAVAL,0-500,0-100,25-30
2010,12,VALLE DEL CAUCA,BUGALAGRANDE,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,02,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,100-200,15-20
2008,06,NORTE DE SANTANDER,SARDINATA,AVALANCHA,0-500,0-100,25-30
1999,04,ANTIOQUIA,TAMESIS,INUNDACION,1000-1500,200-300,20-25
2002,06,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
2008,10,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,100-200,25-30
2004,04,NORTE DE SANTANDER,CHINACOTA,INUNDACION,1000-1500,100-200,20-25
2001,10,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,100-200,25-30
2013,04,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2012,02,ANTIOQUIA,BARBOSA,INCENDIO FORESTAL,1500-2000,0-100,20-25
2010,07,RISARALDA,PEREIRA,VENDAVAL,1000-1500,100-200,20-25
2007,10,CESAR,SAN MARTIN,INUNDACION,0-500,200-300,25-30
2000,06,VICHADA,PUERTO CARRENO,INUNDACION,0-500,400-500,25-30
2009,05,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,200-300,20-25
2005,04,BOYACA,SATIVANORTE,SEQUIA,2500-3000,100-200,15-20
