id,Anio,Mes,Departamento,Municipio,Deslizamiento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
8888,2005,02,NARINO,CHACHAGUI,SI,1816,89.9,19
8889,1998,09,BOYACA,RAMIRIQUI,SI,2200,77.5,16
8890,2007,05,CESAR,AGUSTIN CODAZZI,NO,180,207,28.6
8891,2011,08,ATLANTICO,BARRANQUILLA,NO,2,86.9,28.3
8892,2006,12,LA GUAJIRA,DIBULLA,NO,5,90.1,26.3
8893,2013,09,BOGOTA DC,BOGOTA DC,NO,2570,53.1,13.7
8894,2013,07,CUNDINAMARCA,SOACHA,NO,2900,63.4,11.4
8895,2002,03,NARINO,SAN ANDRES DE TUMACO,NO,1,286.9,26.3
8896,2012,03,META,VILLAVICENCIO,NO,423,230.4,26.8
8897,2005,02,CHOCO,QUIBDO,NO,53,500.7,26.7
8898,2002,07,META,PUERTO RICO,NO,285,408.7,24.4
8899,2012,05,CALDAS,SUPIA,NO,1320,209.8,21.9
8900,2011,05,NARINO,SAPUYES,SI,3000,123.8,11.8
8901,2000,10,MAGDALENA,CIENAGA,SI,20,149.7,27.7
8902,2006,08,VALLE DEL CAUCA,BUENAVENTURA,NO,5,760.8,25.7
8903,2011,02,HUILA,PITALITO,NO,1320,83.9,21.1
8904,1999,11,CORDOBA,LORICA,NO,30,126.6,27.1
8905,2000,05,TOLIMA,SAN ANTONIO,SI,1500,240.9,21.5
8906,2011,04,HUILA,SUAZA,SI,1045,130.1,22.6
8907,2010,05,BOYACA,TUNJA,NO,2690,85.2,13.5
8908,2012,01,CUNDINAMARCA,ANAPOIMA,SI,810,70.4,25.3
8909,2013,01,CUNDINAMARCA,SOACHA,NO,2900,23.1,11.7
8910,2005,09,BOLIVAR,MONTECRISTO,NO,100,493,27.7
8911,1999,07,SUCRE,SAN BENITO ABAD,NO,20,241.7,28.2
8912,2013,07,CUNDINAMARCA,MADRID,NO,2550,38.8,13.8
8913,2011,11,CHOCO,RIOSUCIO,NO,2,216.9,26.7
8914,2005,11,SANTANDER,PUERTO PARRA,NO,168,276.6,27.9
8915,1998,01,CORDOBA,BUENAVISTA,NO,2200,85.7,15.7
8916,2013,07,NARINO,PASTO,SI,2830,136.3,10.6
8917,2011,05,ANTIOQUIA,LA UNION,NO,2314,392.4,15.3
8918,2012,04,SANTANDER,BARBOSA,NO,1500,188.6,22.1
8919,2011,12,NORTE DE SANTANDER,CUCUTA,NO,100,249.2,26.6
8920,2010,06,CUNDINAMARCA,SOACHA,SI,2900,70.1,11.7
8921,2007,03,CHOCO,QUIBDO,SI,53,554.5,26.9
8922,2008,02,CAQUETA,SOLANO,NO,219,143.3,26.3
8923,2007,10,VALLE DEL CAUCA,ARGELIA,NO,1600,184,20.1
8924,2013,07,QUINDIO,ARMENIA,NO,1229,105.2,22.4
8925,2005,11,CALDAS,RIOSUCIO,SI,2,216.9,26.7
8926,2009,09,VALLE DEL CAUCA,TULUA,NO,2902,61.4,11.7
8927,2012,09,SANTANDER,GIRON,NO,777,90.7,25.2
8928,2012,10,CAQUETA,PUERTO RICO,NO,285,351.7,25.8
8929,2010,11,BOGOTA DC,BOGOTA DC,NO,2570,95.3,13.8
8930,2001,01,CUNDINAMARCA,GUASCA,NO,2750,37.2,13.2
8931,2011,06,CUNDINAMARCA,GACHETA,NO,1752,154,18.7
8932,2010,06,ATLANTICO,BARRANQUILLA,NO,2,72,28.4
8933,2004,10,BOLIVAR,ARJONA,NO,10,195.3,27.2
8934,2007,12,NARINO,BARBACOAS,NO,1010,495.2,20.2
8935,2011,08,CHOCO,SAN JOSE DEL PALMAR,SI,1115,255.2,21.1
8936,2007,05,SUCRE,MAJAGUAL,NO,20,317.4,29.1
8937,2013,01,BOYACA,VILLA DE LEYVA,NO,2215,50.2,16.7
8938,2013,02,CASANARE,AGUAZUL,NO,380,62.7,28.1
8939,2005,02,TOLIMA,COYAIMA,NO,485,134.6,28.3
8940,1999,04,META,VISTAHERMOSA,NO,325,358.9,25.8
8941,2010,10,CESAR,CHIRIGUANA,NO,40,281.5,27.6
8942,2009,03,LA GUAJIRA,FONSECA,NO,170,11,28.1
8943,2005,11,NORTE DE SANTANDER,CACHIRA,SI,1882,109.2,16.7
8944,2010,05,CASANARE,VILLANUEVA,NO,255,437.2,25
8945,2011,06,SANTANDER,ZAPATOCA,NO,1810,109,18.9
8946,2012,03,HUILA,GIGANTE,SI,1500,131.9,20.2
8947,2003,10,VALLE DEL CAUCA,CALI,SI,954,119.9,24.8
8948,2011,12,CAUCA,PATIA,SI,635,247,25.5
8949,2009,04,CESAR,SAN MARTIN,NO,250,341.3,25.6
8950,2008,11,SANTANDER,RIONEGRO,NO,2090,183.8,16.6
8951,2012,01,CASANARE,OROCUE,NO,130,16.4,27.4
8952,2010,07,ATLANTICO,JUAN DE ACOSTA,NO,20,107.6,28.1
8953,2010,05,SANTANDER,GIRON,NO,777,102.1,25.3
8954,2008,06,CALDAS,RIOSUCIO,SI,2,256.2,27.3
8955,2004,11,BOLIVAR,EL GUAMO,NO,75,97.2,27.3
8956,1999,02,CAUCA,MIRANDA,NO,1128,118,23.6
8957,2012,09,CAUCA,LA SIERRA,NO,1870,106.1,18.6
8958,2012,01,CHOCO,BAHIA SOLANO,NO,4,273.9,26
8959,2000,03,VALLE DEL CAUCA,SEVILLA,SI,1692,228.9,18.8
8960,2006,05,CALDAS,ANSERMA,SI,1932,208.8,17.2
8961,2013,04,VALLE DEL CAUCA,CALI,NO,954,139.8,25
8962,2013,03,BOYACA,PAIPA,NO,2470,79.3,15.3
8963,2007,12,CALDAS,SUPIA,NO,1320,155.4,21.8
8964,2013,10,HUILA,NEIVA,NO,1691,220.8,18.7
8965,2009,03,VALLE DEL CAUCA,TULUA,NO,2902,99.4,11.9
8966,2004,11,BOGOTA DC,BOGOTA DC,NO,2570,95.3,13.8
8967,2002,06,CUNDINAMARCA,PUERTO SALGAR,NO,172,106.3,28.9
8968,2013,05,CAQUETA,SAN VICENTE DEL CAGUAN,NO,300,315.8,25.8
8969,2013,02,VALLE DEL CAUCA,BUENAVENTURA,NO,5,272.5,26
8970,2013,03,CUNDINAMARCA,MADRID,NO,2550,41.8,13.8
8971,2006,04,SANTANDER,PUERTO WILCHES,NO,138,290.9,28.8
8972,2003,05,BOLIVAR,MONTECRISTO,NO,100,555.4,27.8
8973,2013,04,SANTANDER,BARRANCABERMEJA,NO,126,299.9,27.9
8974,2011,06,NARINO,ALBAN,SI,2200,79,15.4
8975,2005,10,HUILA,GARZON,NO,1270,129.6,20.4
8976,2010,10,RISARALDA,PEREIRA,NO,1342,290.5,20.9
8977,2013,07,ANTIOQUIA,APARTADO,NO,23,255,26.7
8978,2011,04,TOLIMA,CHAPARRAL,SI,1000,372.1,23.2
8979,2012,08,NARINO,CHACHAGUI,NO,1816,20.1,20.2
8980,2010,11,NARINO,BARBACOAS,NO,1010,452.1,20.2
8981,2004,12,CAQUETA,BELEN DE LOS ANDAQUIES,NO,300,160.9,25.9
8982,2012,12,TOLIMA,VILLAHERMOSA,NO,2029,185,16.6
8983,2013,01,BOYACA,SOGAMOSO,NO,2500,20.5,13.9
8984,1998,04,BOYACA,CUBARA,NO,370,379.7,24.5
8985,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
8986,1999,11,CAUCA,LA SIERRA,SI,1870,399,17.3
8987,2011,10,LA GUAJIRA,RIOHACHA,NO,4,148.8,28
8988,2008,09,CASANARE,YOPAL,NO,325,270.3,26
8989,2008,07,MAGDALENA,ZONA BANANERA,NO,20,118.4,28.1
8990,2007,11,BOLIVAR,PINILLOS,NO,10,244.8,28.4
8991,2007,08,ANTIOQUIA,CHIGORODO,NO,58,414.3,27.2
8992,1998,04,CAUCA,BOLIVAR,SI,2300,164.3,16.4
8993,2012,02,CORDOBA,MONTERIA,NO,30,14.5,27.2
8994,2013,05,ANTIOQUIA,CANASGORDAS,SI,1200,273.9,21.6
8995,2012,12,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,168.7,27.2
8996,2005,03,VALLE DEL CAUCA,BUENAVENTURA,NO,5,337.3,26.1
8997,2013,01,BOYACA,PAIPA,NO,2470,25.7,14.7
8998,2012,07,CHOCO,QUIBDO,NO,53,804.6,26.8
8999,2011,04,VALLE DEL CAUCA,TULUA,NO,2902,108.8,12
9000,2008,03,HUILA,SAN AGUSTIN,SI,1800,127.9,18.7
9001,2011,12,NORTE DE SANTANDER,CHINACOTA,NO,1235,100.2,19.4
9002,2010,01,CAUCA,GUAPI,NO,10,400.8,25.7
9003,2010,09,BOLIVAR,SAN PABLO,NO,165,367.4,27.9
9004,2012,03,NARINO,SAMANIEGO,SI,1500,130.1,19.8
9005,2008,11,RISARALDA,PEREIRA,NO,1342,287.9,20.9
9006,2012,03,HUILA,IQUIRA,SI,1095,203.3,23.1
9007,2012,03,SANTANDER,GIRON,NO,777,105.5,25.5
9008,2013,03,SANTANDER,PALMAR,NO,940,124.2,26.5
9009,2011,05,QUINDIO,CALARCA,NO,1450,203.9,20.6
9010,1998,05,LA GUAJIRA,RIOHACHA,NO,4,75.9,28.8
9011,2005,02,SANTANDER,LEBRIJA,NO,1189,89.1,21.7
9012,2008,02,SANTANDER,BUCARAMANGA,SI,1018,91.3,23.3
9013,2011,05,NARINO,TAMINANGO,SI,1875,168.1,17.9
9014,2010,09,MAGDALENA,SALAMINA,NO,2696,134.6,11.4
9015,2002,06,CESAR,AGUACHICA,NO,208,153,28.1
9016,2012,04,HUILA,NEIVA,NO,1691,190.9,18.8
9017,2012,07,SANTANDER,VILLANUEVA,NO,255,331.6,24.2
9018,2013,02,SANTANDER,BUCARAMANGA,NO,1018,91.3,23.3
9019,2013,08,NARINO,PROVIDENCIA,NO,1,174.1,28.4
9020,1998,11,BOLIVAR,PINILLOS,NO,10,244.8,28.4
9021,2000,09,SANTANDER,BARRANCABERMEJA,NO,126,338.4,27.5
9022,2013,08,ATLANTICO,SOLEDAD,NO,14,112.6,28.1
9023,2006,11,ANTIOQUIA,MEDELLIN,SI,1490,158.9,21.8
9024,2006,02,CORDOBA,AYAPEL,NO,22,28.8,28.4
9025,2003,11,BOLIVAR,PINILLOS,NO,10,244.8,28.4
9026,2008,01,SANTANDER,BUCARAMANGA,NO,1018,91.2,23.1
9027,2013,03,VALLE DEL CAUCA,ZARZAL,NO,941,142.1,24.7
9028,2006,03,CHOCO,QUIBDO,SI,53,554.5,26.9
9029,2012,05,BOLIVAR,RIO VIEJO,NO,160,211,28.1
9030,1998,05,NORTE DE SANTANDER,SAN CAYETANO,NO,2150,152.2,16.3
9031,2011,05,CUNDINAMARCA,FUNZA,NO,2545,89.4,14.9
9032,2003,11,BOYACA,DUITAMA,NO,2700,216,11.9
9033,2004,11,NORTE DE SANTANDER,SILOS,NO,2765,60.9,12.3
9034,2013,02,QUINDIO,CALARCA,NO,1450,137.8,20.9
9035,1999,12,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,112.9,23.1
9036,1998,05,SANTANDER,BARRANCABERMEJA,NO,126,373.7,27.7
9037,2013,06,BOYACA,VILLA DE LEYVA,NO,2215,41.8,17.1
9038,1998,12,ANTIOQUIA,CAUCASIA,NO,55,103.8,27.7
9039,2009,07,CHOCO,QUIBDO,NO,53,804.6,26.8
9040,2009,04,NARINO,PASTO,SI,2830,142.1,12.1
9041,1999,02,TOLIMA,VALLE DE SAN JUAN,SI,650,75.1,26.4
9042,2005,07,RISARALDA,PEREIRA,NO,1342,133.5,21.7
9043,2005,10,PUTUMAYO,SIBUNDOY,NO,2067,116.2,15.7
9044,2012,03,CUNDINAMARCA,COGUA,NO,3100,76.6,10.5
9045,2009,12,TOLIMA,IBAGUE,NO,750,78.1,24.7
9046,2013,07,NARINO,CHACHAGUI,NO,1816,33.7,19.8
9047,2013,01,ANTIOQUIA,MEDELLIN,NO,1490,63.2,22.4
9048,2007,09,HUILA,COLOMBIA,NO,1476,168,19
9049,2010,06,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,117.3,27.4
9050,2010,12,CUNDINAMARCA,GUASCA,SI,2750,43.7,13.4
9051,2011,12,META,VILLAVICENCIO,NO,423,186.3,25.9
9052,2012,04,SANTANDER,PALMAR,NO,940,217.5,26.1
9053,2011,11,ATLANTICO,BARRANQUILLA,SI,2,98.6,27.9
9054,2012,07,TOLIMA,AMBALEMA,NO,450,44.8,29.9
9055,2010,12,CUNDINAMARCA,SOACHA,NO,2900,42.8,11.8
9056,2012,04,SANTANDER,BARRANCABERMEJA,SI,126,299.9,27.9
9057,2010,11,CAUCA,BOLIVAR,NO,2300,224,15.7
9058,2013,10,BOYACA,SANTA MARIA,NO,1300,180.3,21
9059,2009,07,CHOCO,SAN JOSE DEL PALMAR,NO,1115,232.8,21.1
9060,2012,12,QUINDIO,ARMENIA,NO,1229,175.2,21.9
9061,2011,06,TOLIMA,IBAGUE,NO,750,92.4,25.1
9062,2008,12,CHOCO,QUIBDO,NO,53,631.8,26.2
9063,2013,05,SANTANDER,BUCARAMANGA,NO,1018,139.7,23.2
9064,1999,04,NORTE DE SANTANDER,PAMPLONA,SI,2340,113.3,15.6
9065,2013,07,RISARALDA,SANTUARIO,NO,1650,148.7,19.6
9066,2010,10,ANTIOQUIA,FREDONIA,NO,530,243.6,25.2
9067,2010,10,RISARALDA,PEREIRA,NO,1342,290.5,20.9
9068,2012,06,TOLIMA,IBAGUE,NO,750,92.4,25.1
9069,2011,04,HUILA,GARZON,NO,1270,148.9,20.6
9070,2013,04,GUAINIA,INIRIDA,NO,100,293.7,26.7
9071,2010,04,CUNDINAMARCA,SOACHA,SI,2900,93.8,12
9072,2012,08,HUILA,GIGANTE,NO,1500,65.1,19.6
9073,2012,07,NARINO,ALBAN,NO,2200,52.2,15.3
9074,2011,04,RISARALDA,PEREIRA,SI,1342,249.3,21.5
9075,2001,01,CUNDINAMARCA,GACHETA,NO,1752,28.6,19.1
9076,2009,06,SANTANDER,SABANA DE TORRES,NO,328,227.7,27.7
9077,2008,09,HUILA,ALTAMIRA,NO,1352,54.9,22.9
9078,2012,03,BOYACA,SOCOTA,NO,3590,89,6.6
9079,2010,09,CORDOBA,AYAPEL,NO,22,326.9,27.5
9080,2008,03,NARINO,SAMANIEGO,SI,1500,130.1,19.8
9081,2013,09,CAUCA,CAJIBIO,NO,1850,107.8,18.6
9082,2009,04,CAUCA,MIRANDA,NO,1128,203,23.5
9083,2009,03,NORTE DE SANTANDER,CUCUTA,SI,100,148.6,27.3
9084,2012,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
9085,2008,12,TOLIMA,ATACO,SI,500,250.8,25.7
9086,2009,03,CUNDINAMARCA,SOACHA,NO,2900,61.8,11.9
9087,2002,10,ANTIOQUIA,MEDELLIN,SI,1490,226.7,21.8
9088,2010,10,ANTIOQUIA,MEDELLIN,SI,1490,226.7,21.8
9089,2013,01,TOLIMA,SAN ANTONIO,NO,1500,105,21.2
9090,2013,03,ARAUCA,TAME,NO,350,69.7,26.7
9091,2009,04,CUNDINAMARCA,GRANADA,NO,360,344.7,25.7
9092,2010,05,META,VILLAVICENCIO,NO,423,673.8,25.2
9093,2012,01,HUILA,LA PLATA,SI,1070,144.3,22.1
9094,2009,08,NORTE DE SANTANDER,SARDINATA,NO,320,118.2,27.8
9095,2010,11,BOGOTA DC,BOGOTA DC,NO,2570,95.3,13.8
9096,2012,03,NARINO,SAPUYES,NO,3000,145.4,11.7
9097,2000,05,TOLIMA,COYAIMA,NO,485,156.3,27.6
9098,2005,08,CHOCO,RIOSUCIO,NO,2,238.3,27.2
9099,2010,06,VALLE DEL CAUCA,FLORIDA,NO,1013,49.3,23.8
9100,2001,01,CUNDINAMARCA,FUSAGASUGA,NO,1460,121.3,20.6
9101,2010,08,MAGDALENA,SANTA MARTA,NO,30,106.3,27.1
9102,2011,06,ANTIOQUIA,MEDELLIN,NO,1490,149.4,22.9
9103,2010,02,HUILA,CAMPOALEGRE,NO,553,112.6,26.5
9104,2011,05,SANTANDER,CIMITARRA,NO,300,281.3,27.1
9105,2010,12,CAUCA,MERCADERES,NO,580,151.7,25.5
9106,2010,04,CAQUETA,FLORENCIA,NO,280,442.8,25
9107,2011,11,CESAR,AGUACHICA,NO,208,104.1,27.8
9108,2007,02,NORTE DE SANTANDER,SARDINATA,NO,320,86.9,25.6
9109,2011,12,BOYACA,DUITAMA,NO,2700,128.3,11.9
9110,2010,05,TOLIMA,HONDA,NO,222,178.1,27.4
9111,2013,06,TOLIMA,HONDA,NO,222,71.1,27.7
9112,2000,06,SANTANDER,BARRANCABERMEJA,NO,126,268.1,27.8
9113,2012,06,CHOCO,MEDIO SAN JUAN,NO,40,511.6,26.1
9114,2013,05,CASANARE,TAURAMENA,NO,460,433.8,25.2
9115,2012,11,CAUCA,CAJIBIO,NO,1850,304.3,18.1
9116,2013,02,GUAINIA,INIRIDA,NO,100,127.4,27.4
9117,2010,12,NARINO,SAN BERNARDO,SI,2190,247.4,15.5
9118,2012,07,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,98.1,27.4
9119,2013,06,TOLIMA,ESPINAL,NO,475,86.7,27.1
9120,2008,05,TOLIMA,SALDANA,NO,425,167.2,27.7
9121,2011,05,NARINO,LA UNION,SI,2314,392.4,15.3
9122,2013,06,CORDOBA,CHIMA,NO,1090,200.1,23.6
9123,2012,01,ANTIOQUIA,CAUCASIA,NO,55,22.6,27.7
9124,2013,01,CASANARE,YOPAL,NO,325,9.6,28.2
9125,2001,05,RISARALDA,PEREIRA,NO,1342,257.4,21.4
9126,2012,02,TOLIMA,MELGAR,NO,319,108.1,28.4
9127,1998,05,BOYACA,GUICAN,NO,2963,138.8,13.2
9128,2001,07,NORTE DE SANTANDER,CUCUTA,NO,100,131.2,28.3
9129,2008,03,NARINO,SAN BERNARDO,NO,2190,206.6,15.9
9130,2000,06,NARINO,CONSACA,SI,1493,46.4,20
9131,2006,05,CUNDINAMARCA,SOACHA,SI,2900,98.1,11.9
9132,2011,10,VALLE DEL CAUCA,BOLIVAR,NO,2300,189.9,16.2
9133,2008,07,CHOCO,QUIBDO,NO,53,804.6,26.8
9134,2003,10,CHOCO,BAHIA SOLANO,NO,4,770,25.6
9135,2005,04,CAQUETA,EL DONCELLO,NO,270,417.2,25.4
9136,2006,05,SANTANDER,BARRANCABERMEJA,NO,126,373.7,27.7
9137,2012,02,CASANARE,YOPAL,NO,325,53.7,28.7
9138,2010,12,BOGOTA DC,BOGOTA DC,SI,2570,53.9,13.9
9139,2006,10,CALDAS,ANSERMA,NO,1932,221.7,16.7
9140,2006,05,BOGOTA DC,BOGOTA DC,NO,2570,96.9,14.1
9141,2010,12,MAGDALENA,SANTA MARTA,NO,30,154.2,25.6
9142,2008,12,CALDAS,MANIZALES,NO,2058,131.5,16.8
9143,2013,02,CALDAS,VITERBO,NO,1020,69.8,24.6
9144,2012,02,SANTANDER,BUCARAMANGA,NO,1018,91.3,23.3
9145,2013,10,BOLIVAR,CARTAGENA,NO,1,172.1,27.9
9146,2000,03,CHOCO,RIO QUITO,NO,45,493.6,26.6
9147,2013,02,ARAUCA,ARAUCA,NO,128,23.8,28.3
9148,2010,09,SUCRE,MAJAGUAL,NO,20,275.1,28.9
9149,2013,04,QUINDIO,ARMENIA,NO,1229,262.6,22
9150,2011,04,NORTE DE SANTANDER,CUCUTA,NO,100,248.2,27.6
9151,2012,02,BOGOTA DC,BOGOTA DC,SI,2570,51.3,13.9
9152,2012,06,RISARALDA,SANTA ROSA DE CABAL,NO,1600,178.8,19.7
9153,2007,07,MAGDALENA,SANTA MARTA,NO,30,70.3,27
9154,2010,07,CORDOBA,MONTERIA,NO,30,154.8,27.4
9155,2012,05,CORDOBA,PLANETA RICA,SI,90,208.9,27.7
9156,2004,06,SANTANDER,RIONEGRO,NO,2090,187.4,17
9157,2012,11,RISARALDA,PEREIRA,NO,1342,287.9,20.9
9158,2012,02,BOGOTA DC,BOGOTA DC,NO,2570,51.3,13.9
9159,2005,03,CAUCA,CAJIBIO,SI,1850,248.2,18.5
9160,2013,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
9161,2005,02,SANTANDER,PUERTO WILCHES,NO,138,77.6,29.4
9162,2003,03,LA GUAJIRA,URIBIA,NO,85,10.5,26.3
9163,2002,10,META,VILLAVICENCIO,NO,423,498.9,25.6
9164,2004,08,CHOCO,RIO QUITO,NO,45,723.9,26.4
9165,2011,12,CUNDINAMARCA,FUQUENE,NO,2580,85.5,14.5
9166,2012,01,CAUCA,SANTANDER DE QUILICHAO,NO,1015,147.7,23.5
9167,2013,05,VALLE DEL CAUCA,RESTREPO,NO,1360,128.1,20.2
9168,2013,09,TOLIMA,SALDANA,NO,425,116.7,28.6
9169,2013,06,TOLIMA,GUAMO,NO,360,80.9,27.6
9170,2008,03,TOLIMA,IBAGUE,NO,750,115.1,25.1
9171,2013,02,NARINO,SAPUYES,NO,3000,88.7,11.6
9172,2008,10,LA GUAJIRA,URIBIA,NO,85,154.5,27.8
9173,2010,09,LA GUAJIRA,VILLANUEVA,SI,255,293.7,25.3
9174,2009,01,NARINO,PASTO,SI,2830,85.5,12
9175,2008,10,CORDOBA,LORICA,NO,30,152,27
9176,2010,10,ATLANTICO,MANATI,NO,10,151.8,27.2
9177,2000,07,NORTE DE SANTANDER,CUCUTA,NO,100,131.2,28.3
9178,1998,05,BOYACA,GUICAN,NO,2963,138.8,13.2
9179,2007,12,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,168.7,27.2
9180,2002,03,TOLIMA,GUAMO,NO,360,111.3,28.1
9181,2002,03,BOYACA,BETEITIVA,NO,2575,72,15.4
9182,2013,02,SANTANDER,BUCARAMANGA,NO,1018,91.3,23.3
9183,1999,05,ANTIOQUIA,CHIGORODO,NO,58,427.9,27.4
9184,2003,04,SANTANDER,LEBRIJA,NO,1189,125,21.6
9185,2009,04,CAUCA,TOTORO,NO,3000,96.9,10.7
9186,2004,11,HUILA,VILLAVIEJA,NO,430,183.6,26.9
9187,2005,07,ANTIOQUIA,CHIGORODO,NO,58,396.5,27.1
9188,2005,11,BOLIVAR,PINILLOS,NO,10,244.8,28.4
9189,2006,05,ANTIOQUIA,RIONEGRO,NO,2090,247.6,17.1
9190,2002,04,CHOCO,MEDIO SAN JUAN,NO,40,498.7,26.4
9191,2011,11,HUILA,ALTAMIRA,NO,1352,127.5,23
9192,2013,05,NORTE DE SANTANDER,CUCUTA,NO,100,202.4,28.3
9193,2002,10,BOYACA,CHITA,SI,2888,107.5,11.8
9194,2012,05,TOLIMA,VILLAHERMOSA,NO,2029,292.9,17.3
9195,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
9196,2008,10,SANTANDER,PUERTO PARRA,NO,168,395.3,27.8
9197,2008,11,CUNDINAMARCA,ALBAN,NO,2200,152.8,15.4
9198,2003,01,NORTE DE SANTANDER,PAMPLONA,NO,2340,31.8,13.9
9199,2010,11,SANTANDER,BUCARAMANGA,NO,1018,104.1,22.6
9200,2001,10,SANTANDER,RIONEGRO,NO,2090,225.2,16.5
9201,1999,10,BOYACA,CHISCAS,NO,2350,178.4,16.6
9202,2013,09,BOYACA,PAIPA,NO,2470,79.8,14.2
9203,2013,05,CESAR,VALLEDUPAR,NO,70,167,29
9204,1998,05,VALLE DEL CAUCA,BOLIVAR,NO,2300,109,16.6
9205,2013,02,CALDAS,RIOSUCIO,NO,2,44.3,27
9206,2013,04,TOLIMA,IBAGUE,NO,750,200.7,24.7
9207,2010,06,HUILA,NEIVA,SI,1691,65.7,19
9208,2011,06,SANTANDER,LEBRIJA,SI,1189,75.7,21.5
9209,1999,07,SUCRE,COLOSO,NO,200,131.4,27
9210,2006,01,NORTE DE SANTANDER,EL ZULIA,SI,90,107.1,26.7
9211,2005,10,HUILA,SANTA MARIA,NO,1300,180.3,21
9212,2010,11,CAQUETA,SAN JOSE DEL FRAGUA,NO,320,365.3,25.5
9213,2011,11,CUNDINAMARCA,FUQUENE,NO,2580,142.7,14.4
9214,2004,05,NORTE DE SANTANDER,SARDINATA,NO,320,162.4,27
9215,2009,07,ARAUCA,ARAUCA,NO,128,309.6,25.7
9216,2011,09,TOLIMA,ATACO,SI,500,140.1,27
9217,2011,09,CASANARE,YOPAL,NO,325,270.3,26
9218,2005,06,ANTIOQUIA,VALDIVIA,SI,1200,408.2,22
9219,2012,03,LA GUAJIRA,DIBULLA,NO,5,34.3,26.1
9220,2009,01,ATLANTICO,BARRANQUILLA,NO,2,0.8,26.7
9221,2000,05,NARINO,TUQUERRES,SI,3120,108.4,11.4
9222,2011,06,RISARALDA,PEREIRA,NO,1342,196.1,21.5
9223,2003,01,RISARALDA,PEREIRA,NO,1342,132.7,21.8
9224,2012,09,CUNDINAMARCA,YACOPI,SI,1347,257.5,21.4
9225,2012,04,HUILA,SAN AGUSTIN,SI,1800,157,18.6
9226,2010,12,CUNDINAMARCA,JERUSALEN,NO,316,55.5,27.7
9227,2008,05,CUNDINAMARCA,CHOACHI,NO,3195,158.6,8.5
9228,2012,02,CUNDINAMARCA,GACHETA,NO,1752,48.4,19.5
9229,2011,05,BOGOTA DC,BOGOTA DC,SI,2570,96.9,14.1
9230,2011,11,SANTANDER,PUERTO WILCHES,NO,138,254.3,28.3
9231,2001,01,CUNDINAMARCA,TABIO,NO,2620,27,13.4
9232,1998,12,ANTIOQUIA,CONCORDIA,NO,1904,152.9,18.1
9233,2006,05,SANTANDER,BARRANCABERMEJA,NO,126,373.7,27.7
9234,2007,11,LA GUAJIRA,HATONUEVO,NO,80,164.1,27.5
9235,2004,10,RISARALDA,SANTA ROSA DE CABAL,NO,1600,297.5,18.7
9236,2005,12,BOGOTA DC,BOGOTA DC,NO,2570,53.9,13.9
9237,2002,08,TOLIMA,IBAGUE,NO,750,74.9,26.4
9238,2007,06,CORDOBA,LORICA,NO,30,145.4,27.6
9239,2013,02,ARAUCA,ARAUCA,NO,128,23.8,28.3
9240,2003,10,VALLE DEL CAUCA,CALI,NO,954,119.9,24.8
9241,2013,08,PUTUMAYO,SAN FRANCISCO,NO,2475,55.9,13.7
9242,2007,11,NARINO,SAN ANDRES DE TUMACO,NO,1,136.2,25.6
9243,2011,06,ANTIOQUIA,CALDAS,NO,1680,221.3,18.5
9244,2013,09,TOLIMA,SAN ANTONIO,NO,1500,180.4,22
9245,2008,09,LA GUAJIRA,URIBIA,NO,85,46,28.4
9246,2001,07,CORDOBA,CIENAGA DE ORO,NO,40,167.5,27.9
9247,2006,12,QUINDIO,CALARCA,NO,1450,222.3,20.2
9248,2010,03,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,302.6,24.8
9249,1998,10,ATLANTICO,REPELON,NO,10,161.5,27.7
9250,2011,11,HUILA,GUADALUPE,NO,2102,145.2,16.2
9251,2010,08,BOLIVAR,EL CARMEN DE BOLIVAR,NO,152,119.7,27.5
9252,2004,04,CAUCA,MERCADERES,NO,580,141.3,26.1
9253,1998,06,SANTANDER,CHIMA,NO,1090,200.1,23.6
9254,2013,04,CASANARE,YOPAL,NO,325,262.6,26.6
9255,2001,06,ATLANTICO,SOLEDAD,NO,14,83,28.2
9256,2013,07,PUTUMAYO,MOCOA,SI,650,411.3,21.9
9257,2013,02,TOLIMA,IBAGUE,SI,750,72.6,25.2
9258,2012,04,CUNDINAMARCA,ALBAN,SI,2200,143,15.6
9259,2011,04,BOYACA,TUNJA,SI,2690,81.3,13.8
9260,2006,01,SANTANDER,BARRANCABERMEJA,NO,126,51.1,28.4
9261,2010,02,SUCRE,COROZAL,NO,166,19.6,28
9262,2009,10,CUNDINAMARCA,FUNZA,NO,2545,98.8,14.5
9263,2013,03,CUNDINAMARCA,TABIO,NO,2620,60.1,13.9
9264,2008,02,CALDAS,MANIZALES,NO,2058,94,17.2
