id,Anio,Mes,Departamento,Municipio,Deslizamiento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2220,2011,06,CUNDINAMARCA,PARATEBUENO,NO,280,482.1,24.8
2221,2007,08,CESAR,VALLEDUPAR,NO,70,154.9,29
2222,2011,04,ARAUCA,SARAVENA,NO,148,253.4,26
2223,2013,07,CESAR,CHIRIGUANA,NO,40,114.5,28.5
2224,2013,03,SANTANDER,GUADALUPE,NO,2102,162.1,16.2
2225,2012,06,ARAUCA,TAME,NO,350,303.7,25.5
2226,2010,07,VALLE DEL CAUCA,TULUA,NO,2902,34.1,11.7
2227,2007,05,NARINO,PASTO,NO,2830,149,11.9
2228,2011,12,HUILA,SUAZA,NO,1045,65.1,22.7
2229,2012,12,VALLE DEL CAUCA,SEVILLA,NO,1692,208.4,18.6
2230,2004,11,SANTANDER,RIONEGRO,NO,2090,183.8,16.6
2231,2008,06,CAQUETA,FLORENCIA,NO,280,449.8,24.2
2232,2012,03,HUILA,SUAZA,SI,1045,115.7,22.6
2233,2012,08,VALLE DEL CAUCA,TULUA,NO,2902,38.3,11.8
2234,2010,05,CUNDINAMARCA,FUSAGASUGA,NO,1460,148.5,20.2
2235,2011,12,MAGDALENA,SALAMINA,NO,2696,130.8,11
2236,2008,10,ATLANTICO,JUAN DE ACOSTA,NO,20,195.5,27.6
2237,2000,03,CAUCA,BOLIVAR,NO,2300,160,16.1
2238,2007,05,NARINO,MOSQUERA,NO,2543,83.5,13.7
2239,2008,11,TOLIMA,IBAGUE,NO,750,125.7,24.4
2240,2012,03,CASANARE,VILLANUEVA,NO,255,118.2,27.1
2241,2010,05,VALLE DEL CAUCA,PALMIRA,NO,1058,117.2,23.3
2242,2007,08,META,VILLAVICENCIO,NO,423,399.6,24.9
2243,2013,10,BOLIVAR,CARTAGENA,NO,1,172.1,27.9
2244,2012,02,CUNDINAMARCA,PACHO,NO,2000,116.3,16.5
2245,2009,04,CAUCA,SANTANDER DE QUILICHAO,NO,1015,224.4,23.5
2246,2011,08,HUILA,IQUIRA,SI,1095,37.6,23.6
2247,2013,09,ANTIOQUIA,CHIGORODO,NO,58,443.6,27.1
2248,2010,09,NORTE DE SANTANDER,TIBU,SI,62,272.2,28.6
2249,2012,04,CUNDINAMARCA,GUASCA,NO,2750,83.4,13.6
2250,2012,09,LA GUAJIRA,RIOHACHA,NO,4,142.6,28.5
2251,2010,11,BOGOTA DC,BOGOTA DC,SI,2570,95.3,13.8
2252,2009,04,HUILA,NEIVA,SI,1691,190.9,18.8
2253,2011,10,RISARALDA,SANTA ROSA DE CABAL,NO,1600,297.5,18.7
2254,2012,01,NARINO,SAN BERNARDO,NO,2190,220.4,15.6
2255,2009,05,SANTANDER,BUCARAMANGA,SI,1018,139.7,23.2
2256,2003,03,CUNDINAMARCA,TABIO,NO,2620,60.1,13.9
2257,2010,09,LA GUAJIRA,VILLANUEVA,NO,255,293.7,25.3
2258,2012,09,TOLIMA,SAN SEBASTIAN DE MARIQUITA,NO,500,258.2,25.2
2259,2012,08,BOLIVAR,PINILLOS,NO,10,251,28.7
2260,2012,06,SANTANDER,EL CARMEN DE CHUCURI,NO,815,216.7,24.3
2261,2007,11,CESAR,VALLEDUPAR,NO,70,132.4,27.8
2262,2013,01,CALDAS,SALAMINA,NO,2696,84.2,11
2263,2013,09,TOLIMA,NATAGAIMA,NO,415,76.8,29.5
2264,2008,05,ANTIOQUIA,ANDES,SI,1180,248.2,22
2265,2010,11,BOGOTA DC,BOGOTA DC,SI,2570,95.3,13.8
2266,2012,09,HUILA,NEIVA,NO,1691,92.2,19.1
2267,2005,11,BOLIVAR,MAGANGUE,NO,18,99,27.4
2268,2011,10,CAQUETA,ALBANIA,NO,1690,351.3,18.5
2269,2009,11,CHOCO,QUIBDO,NO,53,683.1,26.2
2270,2004,11,NORTE DE SANTANDER,SALAZAR,SI,1000,342.1,21.8
2271,1998,12,MAGDALENA,CIENAGA,NO,20,26.5,27.9
2272,2013,08,LA GUAJIRA,DIBULLA,NO,5,149.2,27.5
2273,2012,08,CAUCA,PATIA,NO,635,39.7,27.6
2274,2007,10,LA GUAJIRA,VILLANUEVA,NO,255,289.1,25.8
2275,2004,11,ANTIOQUIA,CAUCASIA,NO,55,252.8,27.6
2276,2011,07,META,VILLAVICENCIO,NO,423,460.6,24.2
2277,2013,02,BOGOTA DC,BOGOTA DC,NO,2570,51.3,13.9
2278,2013,08,CAQUETA,VALPARAISO,NO,270,237.2,25.6
2279,2004,11,HUILA,VILLAVIEJA,SI,430,183.6,26.9
2280,2008,11,NORTE DE SANTANDER,OCANA,NO,1435,67.1,21
2281,2013,08,VALLE DEL CAUCA,CALI,NO,954,40.3,25.8
2282,2008,10,CORDOBA,AYAPEL,NO,22,266.8,27.3
2283,2012,12,SANTANDER,BUCARAMANGA,NO,1018,66.6,22.8
2284,2009,07,NARINO,SAN ANDRES DE TUMACO,NO,1,166.4,25.9
2285,2000,09,ATLANTICO,MANATI,NO,10,143.8,27.5
2286,2012,03,HUILA,LA PLATA,NO,1070,169.4,22.4
2287,2008,03,SUCRE,BUENAVISTA,NO,2200,175.5,15.8
2288,2011,06,LA GUAJIRA,RIOHACHA,NO,4,51.2,29.7
2289,2012,09,QUINDIO,ARMENIA,NO,1229,182.9,22
2290,2010,12,ANTIOQUIA,SAN FRANCISCO,NO,2475,161.7,13.3
2291,2010,02,SUCRE,SAMPUES,NO,160,34.8,27.1
2292,2013,01,CUNDINAMARCA,PACHO,NO,2000,107.4,16.5
2293,2012,03,CESAR,VALLEDUPAR,NO,70,69.3,30.3
2294,2012,05,CHOCO,QUIBDO,NO,53,722.4,27
2295,2003,09,ANTIOQUIA,APARTADO,NO,23,283.7,26.5
2296,2010,12,CAUCA,SAN SEBASTIAN,SI,2900,99.8,11
2297,2013,09,CUNDINAMARCA,PACHO,NO,2000,98.8,16.9
2298,2010,12,NORTE DE SANTANDER,SILOS,NO,2765,30.8,11.9
2299,2013,07,SANTANDER,MOGOTES,NO,1667,248.7,18.6
2300,2012,01,CAQUETA,EL DONCELLO,NO,270,76.4,26.8
2301,2007,08,CHOCO,RIOSUCIO,NO,2,238.3,27.2
2302,2012,09,TOLIMA,IBAGUE,NO,750,152.9,25.8
2303,2012,09,VALLE DEL CAUCA,RESTREPO,NO,1360,106.5,19.9
2304,2010,12,NARINO,TAMINANGO,SI,1875,180.2,17.1
2305,2013,09,LA GUAJIRA,MAICAO,NO,118,160.7,27.6
2306,2005,11,RISARALDA,PEREIRA,NO,1342,287.9,20.9
2307,2006,08,ATLANTICO,SOLEDAD,NO,14,112.6,28.1
2308,2008,11,CUNDINAMARCA,MOSQUERA,NO,2543,79.3,13.2
2309,2012,06,SUCRE,SAN BENITO ABAD,NO,20,227.2,28.2
2310,2010,08,CUNDINAMARCA,VENECIA,NO,1600,237.9,20.6
2311,2004,11,LA GUAJIRA,HATONUEVO,NO,80,164.1,27.5
2312,2011,05,VALLE DEL CAUCA,BOLIVAR,NO,2300,109,16.6
2313,2008,11,BOLIVAR,SAN PABLO,NO,165,223.1,27.8
2314,2012,05,SUCRE,SAMPUES,NO,160,166.9,27
2315,2013,04,RISARALDA,PEREIRA,NO,1342,249.3,21.5
2316,2012,08,CORDOBA,LORICA,NO,30,173.5,27.5
2317,2011,04,NORTE DE SANTANDER,EL ZULIA,NO,90,200,27.3
2318,2012,12,BOYACA,SOGAMOSO,NO,2500,26.4,14.1
2319,2006,01,CHOCO,QUIBDO,SI,53,544.9,26.4
2320,2011,05,BOYACA,OTANCHE,SI,1070,382,22.8
2321,2013,03,MAGDALENA,SANTA MARTA,NO,30,29.3,25.7
2322,2012,03,SANTANDER,VILLANUEVA,NO,255,118.2,27.1
2323,2011,12,BOLIVAR,ARJONA,NO,10,49.2,27.3
2324,2010,07,ARAUCA,ARAUCA,NO,128,309.6,25.7
2325,2008,09,ANTIOQUIA,MEDELLIN,SI,1490,181.8,22.4
2326,2009,05,MAGDALENA,ZONA BANANERA,NO,20,149.9,28.1
2327,2009,05,BOLIVAR,EL GUAMO,NO,75,144.8,28.2
2328,1999,11,LA GUAJIRA,FONSECA,NO,170,87.1,27.1
2329,2010,11,HUILA,COLOMBIA,NO,1476,187.8,19.3
2330,2008,05,CUNDINAMARCA,SOACHA,NO,2900,98.1,11.9
2331,2010,07,SANTANDER,BARRANCABERMEJA,NO,126,229.6,28
2332,2007,08,ATLANTICO,BARRANQUILLA,NO,2,86.9,28.3
2333,2008,11,ANTIOQUIA,BELLO,NO,1438,136.5,21.3
2334,2011,05,MAGDALENA,CONCORDIA,NO,1904,277.6,18.6
2335,1999,12,CAUCA,BOLIVAR,SI,2300,194.5,15.8
2336,1999,02,HUILA,GIGANTE,SI,1500,98.2,20.3
2337,2013,04,TOLIMA,VILLAHERMOSA,NO,2029,286,17.1
2338,2001,08,TOLIMA,AMBALEMA,NO,450,78.7,30.3
2339,2001,08,CUNDINAMARCA,PACHO,NO,2000,49,17.2
2340,2006,10,RISARALDA,PEREIRA,NO,1342,290.5,20.9
2341,2011,04,NORTE DE SANTANDER,CACHIRA,NO,1882,105.6,17.3
2342,1998,05,TOLIMA,IBAGUE,NO,750,212.9,24.8
2343,2012,04,QUINDIO,CALARCA,SI,1450,253,20.7
2344,2009,03,CESAR,AGUACHICA,NO,208,49.7,29.7
2345,2006,05,ANTIOQUIA,CALDAS,SI,1680,316.6,18.3
2346,2012,01,NARINO,CONSACA,SI,1493,101.7,19.4
2347,2007,04,CHOCO,CONDOTO,NO,66,619.8,26.3
2348,2012,01,BOLIVAR,PINILLOS,NO,10,25,28.8
2349,2005,10,SUCRE,MAJAGUAL,NO,20,383.1,28.6
2350,2011,11,CUNDINAMARCA,PUERTO SALGAR,NO,172,247.5,28
2351,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
2352,2008,05,VALLE DEL CAUCA,LA UNION,SI,2314,392.4,15.3
2353,2013,06,BOLIVAR,SANTA CATALINA,NO,20,91.8,27.9
2354,2011,02,BOGOTA DC,BOGOTA DC,SI,2570,51.3,13.9
2355,2012,04,HUILA,IQUIRA,SI,1095,213.7,23.1
2356,2001,01,CUNDINAMARCA,FUSAGASUGA,NO,1460,121.3,20.6
2357,2001,05,SANTANDER,EL CARMEN DE CHUCURI,NO,815,261.5,24.2
2358,2012,07,CUNDINAMARCA,SOACHA,NO,2900,63.4,11.4
2359,2007,01,ANTIOQUIA,APARTADO,NO,23,94.7,26.5
2360,2011,04,CUNDINAMARCA,SUTATAUSA,NO,2700,92.3,14
2361,2011,11,ANTIOQUIA,CIUDAD BOLIVAR,NO,2100,198.4,16.4
2362,2011,05,BOYACA,CHITA,NO,2888,119.6,12.2
2363,2002,04,ANTIOQUIA,MEDELLIN,NO,1490,170.7,22.4
2364,2013,07,HUILA,TELLO,NO,1300,60.7,22
2365,2013,01,VALLE DEL CAUCA,SEVILLA,NO,1692,158.2,18.9
2366,2005,02,SANTANDER,EL CARMEN DE CHUCURI,NO,815,106.8,24.4
2367,2013,03,MAGDALENA,CIENAGA,NO,20,3.5,29.2
2368,2010,11,QUINDIO,CALARCA,NO,1450,313.1,19.9
2369,2013,08,TOLIMA,NATAGAIMA,NO,415,32.4,30
2370,2006,06,ATLANTICO,BARRANQUILLA,NO,2,72,28.4
2371,2013,05,SANTANDER,CHARALA,SI,1350,291.3,21.4
2372,2011,07,PUTUMAYO,VILLAGARZON,NO,358,372.4,24
2373,2006,11,ATLANTICO,BARRANQUILLA,NO,2,98.6,27.9
2374,2010,10,CAQUETA,SOLANO,NO,219,186.1,25.8
2375,2012,03,ANTIOQUIA,MEDELLIN,NO,1490,129.1,22.7
2376,2010,11,ANTIOQUIA,FREDONIA,NO,530,209.7,25.4
2377,2005,10,ANTIOQUIA,MEDELLIN,NO,1490,226.7,21.8
2378,1999,08,ANTIOQUIA,NECOCLI,NO,10,205.5,27
2379,2012,08,HUILA,NEIVA,NO,1691,48.8,19
2380,2012,12,TOLIMA,SAN ANTONIO,SI,1500,130,21
2381,2012,03,MAGDALENA,CIENAGA,NO,20,3.5,29.2
2382,2008,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
2383,2011,07,VALLE DEL CAUCA,CALI,NO,954,47.7,25.4
2384,2005,10,ANTIOQUIA,PUERTO BERRIO,NO,150,316.4,28
2385,2003,05,CHOCO,LLORO,NO,90,759.2,26.6
2386,2011,09,QUINDIO,ARMENIA,NO,1229,182.9,22
2387,2013,09,CORDOBA,SAN CARLOS,NO,1113,449,22.7
2388,2008,05,ANTIOQUIA,SAN RAFAEL,SI,1016,393.1,23.2
2389,2009,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
2390,2013,07,CASANARE,YOPAL,NO,325,330.4,24.9
2391,2007,05,ANTIOQUIA,APARTADO,NO,23,330.7,26.8
2392,2000,09,ARAUCA,SARAVENA,NO,148,297.6,25.5
2393,2008,10,NORTE DE SANTANDER,EL ZULIA,NO,90,274.6,27.8
2394,2003,05,CHOCO,BOJAYA,NO,20,435.6,26.6
2395,2010,09,VALLE DEL CAUCA,PALMIRA,NO,1058,85.6,22.8
2396,2012,04,CAUCA,PUERTO TEJADA,NO,1000,203.6,23.9
2397,2012,02,MAGDALENA,EL BANCO,NO,34,38.9,28.9
2398,2012,05,QUINDIO,ARMENIA,SI,1229,219.6,22
2399,1998,11,TOLIMA,IBAGUE,NO,750,125.7,24.4
2400,2006,06,CUNDINAMARCA,SOACHA,NO,2900,70.1,11.7
2401,2012,01,VALLE DEL CAUCA,TULUA,NO,2902,76,11.7
2402,2011,11,HUILA,NEIVA,NO,1691,229.1,18.4
2403,2010,10,SUCRE,LA UNION,NO,2314,307,14.7
2404,1999,02,TOLIMA,IBAGUE,NO,750,72.6,25.2
2405,2000,05,META,VILLAVICENCIO,NO,423,673.8,25.2
2406,2012,04,ARAUCA,TAME,NO,350,187.2,26.2
2407,2012,09,SANTANDER,GIRON,NO,777,90.7,25.2
2408,2003,10,ANTIOQUIA,MEDELLIN,SI,1490,226.7,21.8
2409,1998,05,ANTIOQUIA,CALDAS,SI,1680,316.6,18.3
2410,2007,10,RISARALDA,PEREIRA,SI,1342,290.5,20.9
2411,2013,01,SANTANDER,BUCARAMANGA,NO,1018,91.2,23.1
2412,2001,07,BOLIVAR,MARIA LA BAJA,NO,20,184,27.8
2413,2007,09,SANTANDER,CIMITARRA,NO,300,278.5,27.1
2414,2008,03,AMAZONAS,LETICIA,NO,84,357.9,26.1
2415,2011,11,CAUCA,LA SIERRA,SI,1870,399,17.3
2416,2011,06,CAUCA,BOLIVAR,NO,2300,45.3,16.8
2417,2012,07,SANTANDER,PUERTO WILCHES,NO,138,281.1,28.8
2418,2011,04,META,VISTAHERMOSA,NO,325,358.9,25.8
2419,2010,10,CALDAS,SALAMINA,NO,2696,228.9,11.2
2420,2013,03,ARAUCA,ARAUCA,NO,128,50.6,28.8
2421,2011,12,VALLE DEL CAUCA,EL CERRITO,SI,2609,129.7,13.3
2422,2011,05,CAUCA,PIENDAMO,NO,1800,172.6,18.9
2423,2012,09,HUILA,TELLO,NO,1300,67.6,22.8
2424,2012,07,ANTIOQUIA,CAREPA,NO,30,284,26.7
2425,2012,11,QUINDIO,ARMENIA,NO,1229,264.1,21.5
2426,2012,07,ARAUCA,TAME,NO,350,294.4,25.4
2427,1998,04,BOYACA,QUIPAMA,SI,1250,365.8,21.6
2428,2013,04,CALDAS,ANSERMA,NO,1932,238.1,17.1
2429,1999,03,HUILA,AGRADO,NO,780,119.2,24.2
2430,2012,07,SANTANDER,BUCARAMANGA,NO,1018,111.7,23.1
2431,2011,10,CUNDINAMARCA,FUSAGASUGA,SI,1460,147.1,20.6
2432,1999,12,NARINO,MOSQUERA,NO,2543,46.1,12.9
2433,1999,11,TOLIMA,ROVIRA,SI,2020,179.6,16.8
2434,2011,06,CESAR,VALLEDUPAR,SI,70,137.3,28.8
2435,2004,10,CALDAS,RIOSUCIO,SI,2,235.9,26.8
2436,2013,02,VALLE DEL CAUCA,BOLIVAR,NO,2300,135.8,16
2437,2005,05,ANTIOQUIA,CONCORDIA,NO,1904,277.6,18.6
2438,2011,04,ANTIOQUIA,VALDIVIA,NO,1200,356.2,21.8
2439,2006,05,CORDOBA,SAN CARLOS,NO,1113,454.5,23
2440,2013,02,VALLE DEL CAUCA,CALI,NO,954,61.2,25.4
2441,2011,11,HUILA,IQUIRA,SI,1095,278.9,22.8
2442,2007,10,META,CUMARAL,NO,305,350.7,25.5
2443,2011,11,SANTANDER,BUCARAMANGA,NO,1018,104.1,22.6
2444,2011,03,CALDAS,MANIZALES,SI,2058,133.9,17.2
2445,1998,07,TOLIMA,CAJAMARCA,SI,2120,79.1,15.8
2446,2012,02,ANTIOQUIA,TURBO,NO,37,50,27.2
2447,2010,11,ANTIOQUIA,MEDELLIN,NO,1490,158.9,21.8
2448,2010,07,BOYACA,PAJARITO,SI,1550,397.2,18
2449,2012,07,CHOCO,QUIBDO,NO,53,804.6,26.8
2450,2004,11,NORTE DE SANTANDER,CUCUTA,NO,100,290.6,27.3
2451,2012,10,LA GUAJIRA,RIOHACHA,NO,4,148.8,28
2452,2012,09,QUINDIO,CALARCA,NO,1450,140.8,20.4
2453,2013,08,CAQUETA,FLORENCIA,SI,280,300.9,24.4
2454,2012,03,MAGDALENA,CIENAGA,NO,20,3.5,29.2
2455,2007,10,CAQUETA,BELEN DE LOS ANDAQUIES,NO,300,310.9,25.6
2456,2011,12,BOYACA,VILLA DE LEYVA,NO,2215,83,16.6
2457,2012,07,BOYACA,CUBARA,NO,370,633.4,23.7
2458,2012,05,SANTANDER,CERRITO,NO,2698,145.6,13.7
2459,2010,05,RISARALDA,PEREIRA,SI,1342,257.4,21.4
2460,2010,04,META,SAN MARTIN,NO,250,341.3,25.6
2461,2003,05,CHOCO,BAHIA SOLANO,NO,4,482.5,25.9
2462,2006,06,PUTUMAYO,PUERTO LEGUIZAMO,NO,153,323.8,24.7
2463,2013,01,CALDAS,SAMANA,NO,1475,579.5,19.2
2464,2007,04,BOLIVAR,ARJONA,NO,10,89.9,28.2
2465,2013,01,GUAVIARE,SAN JOSE DEL GUAVIARE,NO,165,44.6,26.3
2466,1999,04,CAQUETA,SAN VICENTE DEL CAGUAN,NO,300,331.3,26
2467,2012,03,CORDOBA,BUENAVISTA,NO,2200,175.5,15.8
2468,2007,07,CORDOBA,CIENAGA DE ORO,NO,40,167.5,27.9
2469,2012,05,SUCRE,MAJAGUAL,NO,20,317.4,29.1
2470,2005,08,TOLIMA,IBAGUE,NO,750,74.9,26.4
2471,2013,02,SANTANDER,PUERTO WILCHES,NO,138,77.6,29.4
2472,2010,11,CAUCA,LA SIERRA,NO,1870,399,17.3
2473,2011,04,CUNDINAMARCA,PACHO,NO,2000,182.1,16.8
2474,2001,11,SANTANDER,LEBRIJA,NO,1189,122.9,20.9
2475,2005,05,TOLIMA,CAJAMARCA,NO,2120,130.8,15.8
2476,2009,04,SANTANDER,CIMITARRA,NO,300,307.3,27
2477,2013,01,TOLIMA,CHAPARRAL,NO,1000,269.6,23.1
2478,2013,02,VALLE DEL CAUCA,CALI,NO,954,61.2,25.4
2479,2012,09,TOLIMA,HONDA,NO,222,140.2,28.5
2480,2010,04,NORTE DE SANTANDER,SAN CAYETANO,NO,2150,192.7,16.2
2481,2003,08,SANTANDER,LEBRIJA,NO,1189,79.2,21.6
2482,2013,01,SANTANDER,BUCARAMANGA,NO,1018,91.2,23.1
2483,2007,11,BOLIVAR,MAGANGUE,NO,18,99,27.4
2484,2013,08,PUTUMAYO,VILLAGARZON,NO,358,260.4,24.5
2485,2004,11,CHOCO,QUIBDO,NO,53,683.1,26.2
2486,2012,09,ATLANTICO,MANATI,NO,10,143.8,27.5
2487,2006,05,ANTIOQUIA,TURBO,NO,37,290.7,27.4
2488,2011,11,CHOCO,RIOSUCIO,NO,2,216.9,26.7
2489,2012,05,MAGDALENA,EL BANCO,NO,34,234,28.5
2490,2002,10,ATLANTICO,BARRANQUILLA,NO,2,167.1,28
2491,2007,11,HUILA,PITALITO,SI,1320,95.8,20.6
2492,2008,06,ANTIOQUIA,CALDAS,SI,1680,221.3,18.5
2493,2008,04,ATLANTICO,SOLEDAD,NO,14,31.8,27.8
2494,2012,08,VALLE DEL CAUCA,CALI,NO,954,40.3,25.8
2495,2013,07,TOLIMA,IBAGUE,SI,750,62.5,25.7
2496,2010,12,NARINO,MOSQUERA,NO,2543,46.1,12.9
2497,2012,04,SUCRE,SAN BENITO ABAD,NO,20,114.7,28.6
2498,1998,05,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.8,28.7
2499,2004,05,CHOCO,RIO QUITO,NO,45,625.6,26.6
2500,2013,03,BOYACA,SAMACA,NO,2600,74,14.4
2501,2012,08,TOLIMA,NATAGAIMA,NO,415,32.4,30
2502,2013,04,CUNDINAMARCA,ANOLAIMA,NO,1850,113,17.6
2503,2013,06,QUINDIO,ARMENIA,NO,1229,153.1,22.2
2504,2012,10,VALLE DEL CAUCA,CALI,NO,954,119.9,24.8
2505,2009,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
2506,2012,01,NARINO,TANGUA,SI,2800,91.3,13.1
2507,2009,06,ATLANTICO,BARRANQUILLA,NO,2,72,28.4
2508,2006,05,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.8,28.7
2509,2008,11,ANTIOQUIA,LA UNION,NO,2314,226.9,14.6
2510,2012,07,QUINDIO,ARMENIA,NO,1229,105.2,22.4
2511,2000,06,ANTIOQUIA,PENOL,SI,1956,201.4,18.8
2512,2001,08,NARINO,TUQUERRES,NO,3120,28.3,10.3
2513,2010,07,LA GUAJIRA,MAICAO,NO,118,42.6,28.1
2514,2013,05,TOLIMA,IBAGUE,NO,750,212.9,24.8
2515,1999,02,CALDAS,SUPIA,NO,1320,110.3,22.6
2516,2013,04,TOLIMA,VILLAHERMOSA,NO,2029,286,17.1
